"grup","bioreactor","medi","agitacio","data","titol"
"G1","BR1","M3",400,"2025-05-08",9.10003393913034
"G1","BR1","M1",100,"2025-05-11",11.639895355009
"G1","BR1","M2",100,"2025-05-11",9.94989280058451
"G1","BR1","M3",100,"2025-05-11",11.2599555419843
"G1","BR1","M1",200,"2025-05-11",9.21435973395389
"G1","BR1","M2",200,"2025-05-11",10.0713886281261
"G1","BR1","M3",200,"2025-05-11",14.6058068520434
"G1","BR1","M1",300,"2025-05-11",8.6226870430222
"G1","BR1","M2",300,"2025-05-11",14.7494118132886
"G1","BR1","M3",300,"2025-05-11",5.85374158730934
"G1","BR1","M1",400,"2025-05-11",11.0538412489082
"G1","BR1","M2",400,"2025-05-11",10.5715627315338
"G1","BR1","M3",400,"2025-05-11",11.1478247062319
"G2","BR2","M1",100,"2025-05-01",10.4389184482796
"G2","BR2","M2",100,"2025-05-01",8.69302964067209
"G2","BR2","M3",100,"2025-05-01",9.50037784899174
"G2","BR2","M1",200,"2025-05-01",6.24427385067873
"G2","BR2","M2",200,"2025-05-01",6.98462632057327
"G2","BR2","M3",200,"2025-05-01",11.4105859242128
"G2","BR2","M1",300,"2025-05-01",10.6446293358883
"G2","BR2","M2",300,"2025-05-01",10.3590126801915
"G2","BR2","M3",300,"2025-05-01",13.2668024036392
"G2","BR2","M1",400,"2025-05-01",15.4502540568814
"G2","BR2","M2",400,"2025-05-01",8.72690650183039
"G2","BR2","M3",400,"2025-05-01",3.57249337307756
"G2","BR2","M1",100,"2025-05-04",12.3172155733868
"G2","BR2","M2",100,"2025-05-04",8.07239771225282
"G2","BR2","M3",100,"2025-05-04",8.43597415059793
"G2","BR2","M1",200,"2025-05-04",12.3767141090901
"G2","BR2","M2",200,"2025-05-04",9.34568097884697
"G2","BR2","M3",200,"2025-05-04",6.83784686323639
"G2","BR2","M1",300,"2025-05-04",9.84391043924745
"G2","BR2","M2",300,"2025-05-04",9.78332591268287
"G2","BR2","M3",300,"2025-05-04",10.5172925576997
"G2","BR2","M1",400,"2025-05-04",10.455841203379
"G2","BR2","M2",400,"2025-05-04",9.08801990462277
"G2","BR2","M3",400,"2025-05-04",12.4331296455565
"G2","BR2","M1",100,"2025-05-05",8.63854031454375
"G2","BR2","M2",100,"2025-05-05",11.1953458917471
"G2","BR2","M3",100,"2025-05-05",13.790517039448
"G2","BR2","M1",200,"2025-05-05",10.6055444725014
"G2","BR2","M2",200,"2025-05-05",9.22220524340632
"G2","BR2","M3",200,"2025-05-05",13.9464228553533
"G2","BR2","M1",300,"2025-05-05",12.2805115678864
"G2","BR2","M2",300,"2025-05-05",11.8451908785242
"G2","BR2","M3",300,"2025-05-05",11.2161952053343
"G2","BR2","M1",400,"2025-05-05",7.41628177188189
"G2","BR2","M2",400,"2025-05-05",14.28195734559
"G2","BR2","M3",400,"2025-05-05",8.69922123855862
"G2","BR2","M1",100,"2025-05-08",15.8619989790497
"G2","BR2","M2",100,"2025-05-08",14.7978318785556
"G2","BR2","M3",100,"2025-05-08",9.79289892269857
"G2","BR2","M1",200,"2025-05-08",6.22073729907966
"G2","BR2","M2",200,"2025-05-08",8.0687803089021
"G2","BR2","M3",200,"2025-05-08",11.2706511274696
"G2","BR2","M1",300,"2025-05-08",8.55992436461288
"G2","BR2","M2",300,"2025-05-08",9.1573722018068
"G2","BR2","M3",300,"2025-05-08",7.64514429820495
"G2","BR2","M1",400,"2025-05-08",9.16491682557324
"G2","BR2","M2",400,"2025-05-08",7.84528659162877
"G2","BR2","M3",400,"2025-05-08",5.49617419023559
"G2","BR2","M1",100,"2025-05-11",8.15932043913671
"G2","BR2","M2",100,"2025-05-11",12.9569898271823
"G2","BR2","M3",100,"2025-05-11",8.77395911217482
"G2","BR2","M1",200,"2025-05-11",11.1238929666751
"G2","BR2","M2",200,"2025-05-11",5.34635187513251
"G2","BR2","M3",200,"2025-05-11",10.3333141034264
"G2","BR2","M1",300,"2025-05-11",10.8582216118304
"G2","BR2","M2",300,"2025-05-11",11.1034600865001
"G2","BR2","M3",300,"2025-05-11",10.8170285824468
"G2","BR2","M1",400,"2025-05-11",7.37788197508387
"G2","BR2","M2",400,"2025-05-11",7.65088696189925
"G2","BR2","M3",400,"2025-05-11",7.42761362818526
"G3","BR3","M1",100,"2025-05-01",9.65293979130038
"G3","BR3","M2",100,"2025-05-01",7.35757615744559
"G3","BR3","M3",100,"2025-05-01",9.028327668898
"G3","BR3","M1",200,"2025-05-01",8.53172342340526
"G3","BR3","M2",200,"2025-05-01",15.7315860156966
"G3","BR3","M3",200,"2025-05-01",8.54415029491362
"G3","BR3","M1",300,"2025-05-01",10.0061597168546
"G3","BR3","M2",300,"2025-05-01",10.4338825486911
"G3","BR3","M3",300,"2025-05-01",7.61443009760961
"G3","BR3","M1",400,"2025-05-01",9.08607574162921
"G3","BR3","M2",400,"2025-05-01",14.53365257527
"G3","BR3","M3",400,"2025-05-01",11.8545121592376
"G3","BR3","M1",100,"2025-05-04",9.42369876597882
"G3","BR3","M2",100,"2025-05-04",8.93250950298112
"G3","BR3","M3",100,"2025-05-04",4.34025833537845
"G3","BR3","M1",200,"2025-05-04",12.6940116402425
"G3","BR3","M2",200,"2025-05-04",5.81807978722553
"G3","BR3","M3",200,"2025-05-04",12.719842532632
"G3","BR3","M1",300,"2025-05-04",15.0273107076525
"G3","BR3","M2",300,"2025-05-04",5.8683205170846
"G3","BR3","M3",300,"2025-05-04",12.6053530061241
"G3","BR3","M1",400,"2025-05-04",8.5134075317926
"G3","BR3","M2",400,"2025-05-04",5.48356752256354
"G3","BR3","M3",400,"2025-05-04",5.95599703865475
"G3","BR3","M1",100,"2025-05-05",4.49539147927622
"G3","BR3","M2",100,"2025-05-05",8.60728043348909
"G3","BR3","M3",100,"2025-05-05",6.1147332450123
"G3","BR3","M1",200,"2025-05-05",11.3637503189275
"G3","BR3","M2",200,"2025-05-05",16.500326821577
"G3","BR3","M3",200,"2025-05-05",6.63890857189446
"G3","BR3","M1",300,"2025-05-05",11.6632165424255
"G3","BR3","M2",300,"2025-05-05",12.5071267230027
"G3","BR3","M3",300,"2025-05-05",11.4966077368504
"G3","BR3","M1",400,"2025-05-05",6.27487017516898
"G3","BR3","M2",400,"2025-05-05",9.84164218010802
"G3","BR3","M3",400,"2025-05-05",9.65881399448926
"G3","BR3","M1",100,"2025-05-08",10.9889685996614
"G3","BR3","M2",100,"2025-05-08",9.08268373168851
"G3","BR3","M3",100,"2025-05-08",13.4309201600569
"G3","BR3","M1",200,"2025-05-08",8.17625742669896
"G3","BR3","M2",200,"2025-05-08",13.358134396738
"G3","BR3","M3",200,"2025-05-08",7.3524689800018
"G3","BR3","M1",300,"2025-05-08",5.51953426572566
"G3","BR3","M2",300,"2025-05-08",19.9231198048272
"G3","BR3","M3",300,"2025-05-08",9.2494272355187
"G3","BR3","M1",400,"2025-05-08",10.1946827746221
"G3","BR3","M2",400,"2025-05-08",12.1097090221015
"G3","BR3","M3",400,"2025-05-08",9.04865812287377
"G3","BR3","M1",100,"2025-05-11",10.8505861329408
"G3","BR3","M2",100,"2025-05-11",11.3068935821553
"G3","BR3","M3",100,"2025-05-11",9.85385847707492
"G3","BR3","M1",200,"2025-05-11",9.49587910057595
"G3","BR3","M2",200,"2025-05-11",10.0977982387846
"G3","BR3","M3",200,"2025-05-11",16.8853556970485
"G3","BR3","M1",300,"2025-05-11",7.07599171118152
"G3","BR3","M2",300,"2025-05-11",6.91201119877601
"G3","BR3","M3",300,"2025-05-11",10.6133651975132
"G3","BR3","M1",400,"2025-05-11",10.2314422483294
"G3","BR3","M2",400,"2025-05-11",11.5095704367305
"G3","BR3","M3",400,"2025-05-11",9.12490400186668
"G4","BR4","M1",100,"2025-05-01",6.11002159808643
"G4","BR4","M2",100,"2025-05-01",13.9895555282685
"G4","BR4","M3",100,"2025-05-01",9.45104883613934
"G4","BR4","M1",200,"2025-05-01",6.70346141203988
"G4","BR4","M2",200,"2025-05-01",9.49116129317671
"G4","BR4","M3",200,"2025-05-01",9.90847231695434
"G4","BR4","M1",300,"2025-05-01",12.6297608691409
"G4","BR4","M2",300,"2025-05-01",10.4542118765916
"G4","BR4","M3",300,"2025-05-01",12.7621613555536
"G4","BR4","M1",400,"2025-05-01",7.80212394848322
"G4","BR4","M2",400,"2025-05-01",10.8433359287448
"G4","BR4","M3",400,"2025-05-01",9.5259422655275
"G4","BR4","M1",100,"2025-05-04",9.58375058452071
"G4","BR4","M2",100,"2025-05-04",7.51390992606737
"G4","BR4","M3",100,"2025-05-04",6.56759540001608
"G4","BR4","M1",200,"2025-05-04",15.2916401542439
"G4","BR4","M2",200,"2025-05-04",12.0021264710173
"G4","BR4","M3",200,"2025-05-04",6.74618591512517
"G4","BR4","M1",300,"2025-05-04",7.46650224995874
"G4","BR4","M2",300,"2025-05-04",6.64355974620807
"G4","BR4","M3",300,"2025-05-04",17.0964310466512
"G4","BR4","M1",400,"2025-05-04",13.2372389293005
"G4","BR4","M2",400,"2025-05-04",9.40456482991094
"G4","BR4","M3",400,"2025-05-04",12.1295821776963
"G4","BR4","M1",100,"2025-05-05",8.05698015624342
"G4","BR4","M2",100,"2025-05-05",8.77125931615326
"G4","BR4","M3",100,"2025-05-05",8.13419148644927
"G4","BR4","M1",200,"2025-05-05",7.51614819762147
"G4","BR4","M2",200,"2025-05-05",15.1527224020101
"G4","BR4","M3",200,"2025-05-05",10.3379156247437
"G4","BR4","M1",300,"2025-05-05",9.65773570928275
"G4","BR4","M2",300,"2025-05-05",10.9310622887973
"G4","BR4","M3",300,"2025-05-05",14.197427635456
"G4","BR4","M1",400,"2025-05-05",7.75180850716566
"G4","BR4","M2",400,"2025-05-05",7.22247854882389
"G4","BR4","M3",400,"2025-05-05",15.5270907972096
"G4","BR4","M1",100,"2025-05-08",7.97651034928414
"G4","BR4","M2",100,"2025-05-08",8.03080209018038
"G4","BR4","M3",100,"2025-05-08",6.79118064335012
"G4","BR4","M1",200,"2025-05-08",5.44585283304661
"G4","BR4","M2",200,"2025-05-08",8.47807956210604
"G4","BR4","M3",200,"2025-05-08",12.3539574514996
"G4","BR4","M1",300,"2025-05-08",12.6295444167892
"G4","BR4","M2",300,"2025-05-08",12.3227650615068
"G4","BR4","M3",300,"2025-05-08",9.40902810871424
"G4","BR4","M1",400,"2025-05-08",9.4792498121538
"G4","BR4","M2",400,"2025-05-08",8.08621060895979
"G4","BR4","M3",400,"2025-05-08",8.34834551527797
"G4","BR4","M1",100,"2025-05-11",11.9539514969308
"G4","BR4","M2",100,"2025-05-11",7.15322226418937
"G4","BR4","M3",100,"2025-05-11",16.3658818964774
"G4","BR4","M1",200,"2025-05-11",9.02904121810245
"G4","BR4","M2",200,"2025-05-11",10.8436164798876
"G4","BR4","M3",200,"2025-05-11",8.28441688578128
"G4","BR4","M1",300,"2025-05-11",7.57683393071019
"G4","BR4","M2",300,"2025-05-11",6.24895160308427
"G4","BR4","M3",300,"2025-05-11",9.95122383488182
"G4","BR4","M1",400,"2025-05-11",10.5569472147734
"G4","BR4","M2",400,"2025-05-11",11.1729130324841
"G4","BR4","M3",400,"2025-05-11",8.15539053883575
"G5","BR5","M1",100,"2025-05-01",6.934134087438
"G5","BR5","M2",100,"2025-05-01",8.69340384497142
"G5","BR5","M3",100,"2025-05-01",14.9881820095391
"G5","BR5","M1",200,"2025-05-01",5.88808913800277
"G5","BR5","M2",200,"2025-05-01",9.6628452168594
"G5","BR5","M3",200,"2025-05-01",16.2070854650368
"G5","BR5","M1",300,"2025-05-01",8.99707534401358
"G5","BR5","M2",300,"2025-05-01",6.12047788853582
"G5","BR5","M3",300,"2025-05-01",8.50569169417781
"G5","BR5","M1",400,"2025-05-01",10.7563799367146
"G5","BR5","M2",400,"2025-05-01",9.07319138499068
"G5","BR5","M3",400,"2025-05-01",8.81437090935065
"G5","BR5","M1",100,"2025-05-04",8.26824829761462
"G5","BR5","M2",100,"2025-05-04",10.4714899414177
"G5","BR5","M3",100,"2025-05-04",15.2955263134375
"G5","BR5","M1",200,"2025-05-04",9.03430466358335
"G5","BR5","M2",200,"2025-05-04",13.4423984884546
"G5","BR5","M3",200,"2025-05-04",12.3922623469517
"G5","BR5","M1",300,"2025-05-04",8.95908031348158
"G5","BR5","M2",300,"2025-05-04",5.6012939913282
"G5","BR5","M3",300,"2025-05-04",8.93664804734244
"G5","BR5","M1",400,"2025-05-04",7.83038864058458
"G5","BR5","M2",400,"2025-05-04",10.3414632982846
"G5","BR5","M3",400,"2025-05-04",14.4005960330005
"G5","BR5","M1",100,"2025-05-05",16.1792369214933
"G5","BR5","M2",100,"2025-05-05",14.8427431769513
"G5","BR5","M3",100,"2025-05-05",10.1005471070132
"G5","BR5","M1",200,"2025-05-05",4.03041781332709
"G5","BR5","M2",200,"2025-05-05",9.03366040778477
"G5","BR5","M3",200,"2025-05-05",10.7676216692199
"G5","BR5","M1",300,"2025-05-05",11.8350390122023
"G5","BR5","M2",300,"2025-05-05",13.0875839054528
"G5","BR5","M3",300,"2025-05-05",12.5529282882494
"G5","BR5","M1",400,"2025-05-05",5.1141769506016
"G5","BR5","M2",400,"2025-05-05",12.7489291369001
"G5","BR5","M3",400,"2025-05-05",9.16032835071833
"G5","BR5","M1",100,"2025-05-08",9.82440810048377
"G5","BR5","M2",100,"2025-05-08",10.4236535315212
"G5","BR5","M3",100,"2025-05-08",11.7845002949115
"G5","BR5","M1",200,"2025-05-08",9.37402494847842
"G5","BR5","M2",200,"2025-05-08",5.19757470724301
"G5","BR5","M3",200,"2025-05-08",12.7094878943203
"G5","BR5","M1",300,"2025-05-08",10.458079705049
"G5","BR5","M2",300,"2025-05-08",9.40304512416533
"G5","BR5","M3",300,"2025-05-08",10.85443353314
"G5","BR5","M1",400,"2025-05-08",9.70211593610539
"G5","BR5","M2",400,"2025-05-08",10.863058405683
"G5","BR5","M3",400,"2025-05-08",15.4225384979325
"G5","BR5","M1",100,"2025-05-11",8.64284886319957
"G5","BR5","M2",100,"2025-05-11",10.704196151654
"G5","BR5","M3",100,"2025-05-11",14.0051516192073
"G5","BR5","M1",200,"2025-05-11",12.4625430701308
"G5","BR5","M2",200,"2025-05-11",13.6357893311411
"G5","BR5","M3",200,"2025-05-11",8.76759599682133
"G5","BR5","M1",300,"2025-05-11",15.3074481908785
"G5","BR5","M2",300,"2025-05-11",10.4001026127905
"G5","BR5","M3",300,"2025-05-11",16.1005555341206
"G5","BR5","M1",400,"2025-05-11",5.24729194190787
"G5","BR5","M2",400,"2025-05-11",10.2629507590627
"G5","BR5","M3",400,"2025-05-11",14.2497437129076
"G6","BR6","M1",100,"2025-05-01",7.15427343833161
"G6","BR6","M2",100,"2025-05-01",7.94193309534677
"G6","BR6","M3",100,"2025-05-01",7.68438388917932
"G6","BR6","M1",200,"2025-05-01",6.14246016198379
"G6","BR6","M2",200,"2025-05-01",8.8885214004588
"G6","BR6","M3",200,"2025-05-01",11.4935375188769
"G6","BR6","M1",300,"2025-05-01",3.25736850623784
"G6","BR6","M2",300,"2025-05-01",10.8359413001169
"G6","BR6","M3",300,"2025-05-01",14.2100251392497
"G6","BR6","M1",400,"2025-05-01",15.4127220547213
"G6","BR6","M2",400,"2025-05-01",14.1035279766018
"G6","BR6","M3",400,"2025-05-01",12.7703242913879
"G6","BR6","M1",100,"2025-05-04",4.11980880265701
"G6","BR6","M2",100,"2025-05-04",8.39547987597965
"G6","BR6","M3",100,"2025-05-04",9.44386063025215
"G6","BR6","M1",200,"2025-05-04",11.4105717082707
"G6","BR6","M2",200,"2025-05-04",9.88298599798868
"G6","BR6","M3",200,"2025-05-04",6.72405411581948
"G6","BR6","M1",300,"2025-05-04",14.3533071242823
"G6","BR6","M2",300,"2025-05-04",12.9341738753879
"G6","BR6","M3",300,"2025-05-04",11.2122908174731
"G6","BR6","M1",400,"2025-05-04",12.9543258309774
"G6","BR6","M2",400,"2025-05-04",6.18367713829508
"G6","BR6","M3",400,"2025-05-04",12.4824608933694
"G6","BR6","M1",100,"2025-05-05",7.73126287105974
"G6","BR6","M2",100,"2025-05-05",12.2512365655521
"G6","BR6","M3",100,"2025-05-05",10.3175341360198
"G6","BR6","M1",200,"2025-05-05",11.1988821390944
"G6","BR6","M2",200,"2025-05-05",14.2065528451782
"G6","BR6","M3",200,"2025-05-05",10.5218702709507
"G6","BR6","M1",300,"2025-05-05",12.3526759108563
"G6","BR6","M2",300,"2025-05-05",6.63469789455606
"G6","BR6","M3",300,"2025-05-05",8.33518667869195
"G6","BR6","M1",400,"2025-05-05",13.8576531341645
"G6","BR6","M2",400,"2025-05-05",11.3321639190718
"G6","BR6","M3",400,"2025-05-05",4.34333153869881
"G6","BR6","M1",100,"2025-05-08",5.20788764375287
"G6","BR6","M2",100,"2025-05-08",9.59765695323264
"G6","BR6","M3",100,"2025-05-08",13.0973382130035
"G6","BR6","M1",200,"2025-05-08",8.99435023285433
"G6","BR6","M2",200,"2025-05-08",12.072562416062
"G6","BR6","M3",200,"2025-05-08",13.3770161333635
"G6","BR6","M1",300,"2025-05-08",14.3131644865888
"G6","BR6","M2",300,"2025-05-08",10.3680501998249
"G6","BR6","M3",300,"2025-05-08",10.3440542814573
"G6","BR6","M1",400,"2025-05-08",4.04028792257319
"G6","BR6","M2",400,"2025-05-08",10.4979827822635
"G6","BR6","M3",400,"2025-05-08",8.78444982631331
"G6","BR6","M1",100,"2025-05-11",6.37797125158773
"G6","BR6","M2",100,"2025-05-11",9.66028130685738
"G6","BR6","M3",100,"2025-05-11",13.544829518231
"G6","BR6","M1",200,"2025-05-11",3.32175453393425
"G6","BR6","M2",200,"2025-05-11",8.91816213838371
"G6","BR6","M3",200,"2025-05-11",10.8499118507481
"G6","BR6","M1",300,"2025-05-11",6.62037728983514
"G6","BR6","M2",300,"2025-05-11",11.2017088274977
"G6","BR6","M3",300,"2025-05-11",11.7342897618472
"G6","BR6","M1",400,"2025-05-11",9.20089152217203
"G6","BR6","M2",400,"2025-05-11",2.80230541871992
"G6","BR6","M3",400,"2025-05-11",18.2143744375999
"G7","BR7","M1",100,"2025-05-01",8.6841022275954
"G7","BR7","M2",100,"2025-05-01",12.153579844763
"G7","BR7","M3",100,"2025-05-01",11.3212994731096
"G7","BR7","M1",200,"2025-05-01",12.3740197044551
"G7","BR7","M2",200,"2025-05-01",12.6529783391223
"G7","BR7","M3",200,"2025-05-01",9.87062048631447
"G7","BR7","M1",300,"2025-05-01",10.4345033166255
"G7","BR7","M2",300,"2025-05-01",7.36377350662832
"G7","BR7","M3",300,"2025-05-01",13.070769032698
"G7","BR7","M1",400,"2025-05-01",7.91688498334694
"G7","BR7","M2",400,"2025-05-01",17.4503200613646
"G7","BR7","M3",400,"2025-05-01",5.54685331293544
"G7","BR7","M1",100,"2025-05-04",7.90803827110196
"G7","BR7","M2",100,"2025-05-04",12.6761395882777
"G7","BR7","M3",100,"2025-05-04",12.030397640636
"G7","BR7","M1",200,"2025-05-04",7.531556884455
"G7","BR7","M2",200,"2025-05-04",7.20965777337743
"G7","BR7","M3",200,"2025-05-04",10.9334271141321
"G7","BR7","M1",300,"2025-05-04",9.25707776049926
"G7","BR7","M2",300,"2025-05-04",4.82915628820782
"G7","BR7","M3",300,"2025-05-04",10.6036532014016
"G7","BR7","M1",400,"2025-05-04",9.87069094707737
"G7","BR7","M2",400,"2025-05-04",10.7241791909455
"G7","BR7","M3",400,"2025-05-04",7.33494887219196
"G7","BR7","M1",100,"2025-05-05",10.7283998349079
"G7","BR7","M2",100,"2025-05-05",14.3357104108777
"G7","BR7","M3",100,"2025-05-05",11.8687092095394
"G7","BR7","M1",200,"2025-05-05",5.89323458887697
"G7","BR7","M2",200,"2025-05-05",8.89306359092428
"G7","BR7","M3",200,"2025-05-05",11.5383108586608
"G7","BR7","M1",300,"2025-05-05",7.35886310604519
"G7","BR7","M2",300,"2025-05-05",3.72706099495417
"G7","BR7","M3",300,"2025-05-05",13.1527524600846
"G7","BR7","M1",400,"2025-05-05",6.81156716512645
"G7","BR7","M2",400,"2025-05-05",8.47931918769515
"G7","BR7","M3",400,"2025-05-05",15.0117018270136
"G7","BR7","M1",100,"2025-05-08",6.97756521118379
"G7","BR7","M2",100,"2025-05-08",12.7371946205679
"G7","BR7","M3",100,"2025-05-08",6.71795136354367
"G7","BR7","M1",200,"2025-05-08",8.23637279077807
"G7","BR7","M2",200,"2025-05-08",9.97933194259056
"G7","BR7","M3",200,"2025-05-08",6.99404572672693
"G7","BR7","M1",300,"2025-05-08",7.39575520527327
"G7","BR7","M2",300,"2025-05-08",10.1134753412151
"G7","BR7","M3",300,"2025-05-08",12.5120879062018
"G7","BR7","M1",400,"2025-05-08",4.34836036972467
"G7","BR7","M2",400,"2025-05-08",9.15073728236619
"G7","BR7","M3",400,"2025-05-08",12.7692193156365
"G7","BR7","M1",100,"2025-05-11",7.68357252006722
"G7","BR7","M2",100,"2025-05-11",10.8818757650188
"G7","BR7","M3",100,"2025-05-11",11.9766857101933
"G7","BR7","M1",200,"2025-05-11",10.103505045995
"G7","BR7","M2",200,"2025-05-11",12.1597730384141
"G7","BR7","M3",200,"2025-05-11",10.1318740170679
"G7","BR7","M1",300,"2025-05-11",8.05897045922364
"G7","BR7","M2",300,"2025-05-11",2.27055314391306
"G7","BR7","M3",300,"2025-05-11",10.2211769445616
"G7","BR7","M1",400,"2025-05-11",10.59085408908
"G7","BR7","M2",400,"2025-05-11",11.8061965226044
"G7","BR7","M3",400,"2025-05-11",8.83416494606024
