"BLA_expr","nivell_amp","taxa_creixement","condicio_stress","superviv"
7.10182401351631,"baix",1.03789475753767,"cap",1
0.00624773325398564,"baix",1.38168003384056,"oxidatiu",0
4.75316574098542,"baix",0.784460133604222,"cap",0
2.20118885161355,"baix",0.864898412822586,"oxidatiu",0
3.79816537722945,"alt",1.71923574401493,"cap",0
6.12771003274247,"alt",1.00333875616627,"cap",1
3.51797909243032,"baix",1.49007052642249,"oxidatiu",0
1.11135424347594,"baix",0.568448006525643,"oxidatiu",0
2.43619472719729,"baix",0.94284495938713,"oxidatiu",0
6.6805558744818,"alt",1.11352717109105,"oxidatiu",0
4.17646779678762,"alt",1.09001156356174,"oxidatiu",0
7.88195834029466,"baix",0.698309122146749,"cap",1
1.02864644257352,"alt",1.00577778238761,"oxidatiu",0
4.34892741497606,"baix",0.676773804066406,"cap",0
9.84956979984418,"alt",1.21381099757328,"oxidatiu",0
8.93051114398986,"baix",1.32543252695819,"cap",1
8.86469060787931,"alt",0.332503691053776,"oxidatiu",1
1.75052650272846,"baix",1.37070803869004,"cap",0
1.30695691565052,"baix",0.627686650957453,"cap",0
6.53101925039664,"baix",1.13643078069479,"oxidatiu",0
3.43516472261399,"alt",1.19797079144278,"oxidatiu",0
6.56758127966896,"alt",0.94003305156957,"cap",0
3.20373242488131,"baix",0.806465812942062,"oxidatiu",0
1.87691119266674,"alt",1.04959630637262,"cap",0
7.82294301316142,"alt",1.13164561021434,"cap",0
0.935949867125601,"alt",1.26499084598461,"cap",0
4.6677904156968,"alt",0.384298904829414,"cap",0
5.11505459900945,"alt",0.509086219582293,"oxidatiu",0
5.9998895926401,"alt",1.42912070235645,"cap",1
3.32823540316895,"baix",1.31398865413346,"oxidatiu",0
4.88613033667207,"alt",1.1305866846723,"oxidatiu",0
9.54473827499896,"alt",1.21455352213332,"oxidatiu",0
4.829023971688,"alt",1.2751524752923,"oxidatiu",0
8.90350222121924,"baix",0.201723160460296,"oxidatiu",1
9.14438186911866,"alt",1.33308312899165,"oxidatiu",1
6.08734982321039,"alt",0.854503721031303,"cap",0
4.10689776530489,"baix",1.06918504918936,"oxidatiu",0
1.47094690939412,"alt",0.911452659734927,"oxidatiu",0
9.35299803270027,"alt",1.26158948622362,"oxidatiu",0
3.01228899974376,"baix",0.895458265313317,"cap",0
0.607205715496093,"alt",1.15555112976647,"cap",0
9.47726940037683,"baix",0.882794506408306,"oxidatiu",0
7.20596273429692,"baix",0.672163837269548,"cap",1
1.42294295597821,"alt",1.36300315313208,"cap",0
5.49284656066447,"alt",1.22227000338228,"cap",0
9.5409123855643,"baix",1.51727867174694,"oxidatiu",0
5.85483353119344,"alt",1.01954617977379,"oxidatiu",0
4.04510281747207,"baix",1.33750082374845,"oxidatiu",0
6.4789347932674,"baix",1.59262571620572,"cap",1
3.19820617092773,"baix",0.91555536548831,"cap",1
3.07720010867342,"alt",0.603114666173435,"cap",0
2.19767631264403,"alt",0.928194529858565,"oxidatiu",0
3.69488865835592,"baix",0.935787628004385,"cap",0
9.84219203470275,"baix",1.0455041513528,"oxidatiu",0
1.54202300822362,"baix",1.51369149319578,"oxidatiu",0
0.910439998842776,"baix",0.902156832248396,"oxidatiu",0
1.41906907781959,"alt",1.11190139674147,"cap",0
6.90007101511583,"baix",0.931694780531341,"cap",1
6.19256483390927,"alt",1.00613521255751,"cap",1
8.91394117148593,"alt",1.09421729905188,"cap",0
6.72999092610553,"alt",1.3984644088111,"oxidatiu",0
7.37077737925574,"alt",1.03639551324723,"oxidatiu",0
5.21135725779459,"baix",1.21385269600933,"oxidatiu",0
6.5983844967559,"alt",1.23365800893506,"cap",0
8.21805460145697,"alt",1.27443198125669,"oxidatiu",0
7.86281551700085,"baix",0.827681634344685,"oxidatiu",0
9.79821917368099,"alt",1.4880643642584,"oxidatiu",0
4.39431536244228,"alt",0.885712978211796,"oxidatiu",0
3.1170220207423,"baix",0.968264749705074,"oxidatiu",0
4.09474952612072,"alt",1.42121508031425,"cap",1
0.104671118315309,"baix",1.38822517184367,"cap",0
1.8384952400811,"alt",0.673002438276629,"oxidatiu",0
8.42729318886995,"alt",0.738078699874761,"oxidatiu",1
2.31161782052368,"alt",0.592576282188816,"oxidatiu",0
2.39099955651909,"alt",1.05455415778595,"oxidatiu",0
0.766911653336138,"baix",1.04945226037554,"cap",0
2.45723678031936,"baix",1.10923440620652,"cap",0
7.3213520552963,"baix",1.16564731426557,"cap",1
8.47453165100887,"alt",0.819432146204495,"cap",0
4.97527267085388,"alt",0.701890422670386,"cap",0
3.87909029843286,"alt",1.30803551682247,"oxidatiu",0
2.46448994148523,"alt",1.2253183907819,"oxidatiu",0
1.11096461303532,"baix",0.54725003880139,"cap",0
3.89994435245171,"baix",0.971455764745214,"oxidatiu",0
5.71935313986614,"baix",0.73121565317305,"oxidatiu",0
2.16892762808129,"baix",0.378774678837411,"cap",0
4.4476800202392,"alt",1.04503603935644,"oxidatiu",0
2.1799066872336,"baix",0.976236487222424,"oxidatiu",0
5.02299563260749,"alt",0.970789219746076,"cap",0
3.53904571849853,"baix",1.06484576254037,"oxidatiu",0
6.4998515881598,"alt",1.26473954931898,"cap",0
3.74713956611231,"baix",1.06167925134502,"oxidatiu",0
3.55445380788296,"alt",0.815069247137941,"cap",0
5.33687945455313,"alt",0.779560224423616,"cap",0
7.40334360394627,"alt",0.960459162087646,"oxidatiu",0
2.21102937823161,"baix",1.09300509597369,"oxidatiu",0
4.1274611861445,"alt",0.688095894189388,"oxidatiu",0
2.65686686849222,"alt",0.944707339347285,"cap",0
6.29973053466529,"alt",1.29018017805037,"cap",0
1.83828490786254,"alt",0.967515972629654,"cap",0
8.6364411143586,"baix",0.790473799721683,"cap",0
7.46568004135042,"alt",0.917216449472338,"oxidatiu",0
6.68284649727866,"baix",1.33439456360859,"oxidatiu",0
6.18017873261124,"alt",1.16501318836424,"oxidatiu",0
3.72238060226664,"baix",1.37100274002448,"oxidatiu",0
5.29835685854778,"baix",1.04172935714853,"oxidatiu",0
8.74682342866436,"baix",1.12308252894713,"cap",1
5.81750099780038,"baix",0.83246292629556,"oxidatiu",1
8.39767764788121,"alt",1.1816112006791,"cap",0
3.12448164913803,"alt",0.848099937343228,"cap",0
7.0829032221809,"alt",0.573830348591277,"oxidatiu",0
2.65017806086689,"baix",1.03839788970524,"cap",0
5.94343194039539,"baix",1.58375536531943,"cap",1
4.81289800489321,"alt",1.24027430187192,"cap",0
2.6503273146227,"alt",1.34957601698388,"oxidatiu",0
5.64590434776619,"alt",1.10765671692795,"oxidatiu",0
9.13188223028556,"alt",0.817432846505133,"cap",1
9.01874389499426,"baix",0.939327743466915,"cap",1
2.74166621500626,"baix",0.918025567956422,"cap",0
3.21482756407931,"baix",0.859390066065374,"cap",0
9.85640884377062,"alt",1.21125018517891,"cap",1
6.19993310188875,"alt",0.640790949290376,"oxidatiu",0
9.37314089154825,"alt",1.25990983963383,"cap",1
4.66532702324912,"baix",1.25924574586777,"cap",1
4.06832593260333,"baix",0.640413292279375,"oxidatiu",0
6.59230324206874,"alt",1.19184759937016,"oxidatiu",0
1.52346616843715,"alt",1.72906799570335,"oxidatiu",0
5.72867058217525,"baix",0.832835355417518,"oxidatiu",0
2.38726026844233,"alt",1.25347127242242,"oxidatiu",0
9.62358936434612,"baix",0.765339446314179,"cap",1
6.01365725975484,"alt",1.33321342546084,"oxidatiu",0
5.15029727248475,"alt",1.07494741597797,"oxidatiu",0
4.02573342202231,"alt",1.49557461748695,"cap",0
8.80246541230008,"baix",0.562308781438925,"oxidatiu",1
3.64091864787042,"alt",0.984610634162392,"cap",0
2.88239280693233,"alt",0.841922447162321,"oxidatiu",0
1.70645235106349,"alt",0.94082053927711,"cap",0
1.72171746380627,"alt",0.811126377194199,"oxidatiu",0
4.8204260552302,"baix",0.7498469258395,"cap",1
2.52964928513393,"alt",1.17361671238494,"oxidatiu",0
2.1625478961505,"alt",0.673725785776922,"cap",0
6.74376388080418,"baix",1.44520927946688,"oxidatiu",0
0.476636274252087,"alt",0.644138024405875,"oxidatiu",0
7.00853087473661,"alt",1.03032374541858,"cap",0
3.51888638455421,"alt",1.15989678604794,"oxidatiu",0
4.08943997928873,"alt",1.17602060172779,"oxidatiu",0
8.20951323956251,"alt",0.909476000840086,"cap",1
9.18857348151505,"baix",1.02385059859852,"cap",1
2.82528330106288,"alt",1.2883792455429,"oxidatiu",0
9.61104793706909,"baix",0.563060224877072,"cap",1
7.28394428268075,"alt",0.765478086540375,"cap",0
6.86375082004815,"baix",1.09612069429498,"oxidatiu",0
0.528439427725971,"baix",0.866565406498903,"oxidatiu",0
3.95220134640113,"alt",1.4110011981913,"cap",0
4.77845379849896,"baix",1.20197615900645,"oxidatiu",0
5.6025326368399,"alt",1.02165002572443,"oxidatiu",0
6.98261594865471,"alt",0.547672804738996,"oxidatiu",1
9.15683538420126,"baix",1.00783006759787,"cap",1
6.18351227371022,"baix",0.905075239540902,"cap",0
4.28421508753672,"alt",0.969296045943821,"cap",0
5.4208036721684,"baix",0.645532231883294,"oxidatiu",0
0.58478488586843,"baix",1.14959741314898,"oxidatiu",0
2.60856857057661,"alt",0.68831306790789,"cap",0
3.97151953307912,"baix",0.932133405567277,"oxidatiu",0
1.97744736680761,"baix",1.11442774883541,"oxidatiu",0
8.3192756283097,"alt",0.764945263296086,"oxidatiu",0
1.52887222822756,"alt",1.17489742170402,"cap",0
8.03418542025611,"baix",0.605046879504492,"cap",1
5.46826156554744,"baix",0.157067596311838,"cap",0
6.62317642010748,"alt",1.13949039723576,"cap",0
1.71698493883014,"baix",1.2521619480883,"oxidatiu",0
6.33055359823629,"alt",0.914246372922585,"oxidatiu",0
3.11869746772572,"baix",1.15123787637748,"cap",0
7.24554346408695,"alt",0.653225042474899,"cap",1
3.98939824663103,"baix",0.961855417952301,"oxidatiu",0
9.69356411136687,"baix",0.417544487187815,"cap",1
9.67398370616138,"alt",1.35435426743156,"oxidatiu",0
7.26702539017424,"alt",1.55797325846295,"oxidatiu",0
2.57216746453196,"alt",1.3222036780846,"cap",0
2.21787934657186,"alt",0.991795910075877,"oxidatiu",0
5.93045651679859,"alt",0.990000897317224,"cap",0
2.67521432135254,"baix",0.54517971305467,"oxidatiu",0
5.31070398865268,"baix",1.23711560316647,"oxidatiu",0
7.85291671287268,"baix",0.936779745792467,"oxidatiu",1
1.68060810538009,"baix",0.802977122391677,"cap",0
4.04399181017652,"alt",0.576392262202507,"oxidatiu",0
4.71576277632266,"baix",0.910071251006118,"cap",0
8.68106806883588,"alt",0.745281659494988,"oxidatiu",0
9.257079558447,"baix",0.880890843901649,"cap",1
8.8197755930014,"baix",0.634720003670921,"cap",1
6.74186842516065,"alt",1.50627684488371,"oxidatiu",0
9.50166979338974,"baix",0.995199241837609,"cap",1
5.16444894252345,"alt",1.32248352318172,"cap",1
5.76519021298736,"alt",0.219490098922704,"cap",0
3.36331205908209,"alt",0.864040651001549,"oxidatiu",0
3.4732463140972,"baix",0.797355312522379,"cap",0
0.200243005529046,"alt",0.633122146190226,"cap",0
5.02813045633957,"alt",1.46398274626723,"cap",0
8.71043413644657,"alt",0.575415424069153,"oxidatiu",1
0.0630078394897282,"alt",1.09551707812241,"cap",0
0.720571239944547,"alt",1.25393088567391,"oxidatiu",0
1.64211224997416,"alt",1.05345705652541,"cap",0
7.70334074273705,"alt",0.737423356751345,"cap",0
7.35184305813164,"baix",1.28234974201725,"cap",1
9.71875635674223,"baix",1.05117642455225,"cap",1
4.66472376836464,"baix",0.680950628085387,"cap",0
0.743845133110881,"baix",0.583585285719382,"cap",0
6.48818124318495,"baix",1.62601523034794,"cap",0
7.58593169506639,"baix",0.796449056374469,"oxidatiu",0
1.37106081005186,"alt",0.443328503824588,"oxidatiu",0
3.96584594622254,"baix",1.1599778088261,"cap",0
2.24985329201445,"alt",1.09306907681827,"oxidatiu",0
0.579585605300963,"baix",0.593849699283221,"cap",0
3.95892688306049,"baix",0.417113075925415,"cap",0
0.649282999802381,"baix",0.965109244852418,"cap",0
2.25886432919651,"alt",1.34181888751283,"cap",0
0.5462910910137,"alt",1.19083721055464,"oxidatiu",0
6.70282039558515,"alt",0.852118772751407,"oxidatiu",0
2.97741782618687,"alt",0.749743530524687,"oxidatiu",0
1.00721582304686,"alt",1.08132002702516,"cap",0
0.719040972180665,"baix",1.04720600416485,"cap",0
8.80440568784252,"alt",1.18891352400782,"oxidatiu",0
7.54247402073815,"alt",0.881260614913331,"cap",1
8.16605887608603,"baix",1.26980621596093,"cap",0
9.82140373671427,"baix",0.750756541799126,"cap",1
1.03599644964561,"alt",0.900836589964011,"cap",0
0.990418293513358,"baix",1.22224435711777,"oxidatiu",0
7.98831611173227,"alt",1.29699148258813,"cap",0
7.84575266530737,"baix",0.418448589563986,"oxidatiu",1
0.0942990509793162,"baix",1.03215712210485,"oxidatiu",0
7.79065882787108,"baix",1.18263370352039,"oxidatiu",1
7.29390651918948,"baix",0.564752705952811,"oxidatiu",0
6.30131852813065,"alt",1.14418767996257,"oxidatiu",0
4.80910829966888,"alt",0.751547718880961,"cap",0
1.5663685137406,"alt",1.30607590364933,"oxidatiu",0
0.0821551983244717,"alt",1.16154460963079,"cap",0
4.52458394225687,"baix",1.23071568849868,"cap",1
4.92293328745291,"alt",1.03621579878611,"oxidatiu",0
3.89587111538276,"baix",1.25909453024733,"cap",0
4.64665941894054,"baix",1.41415435849436,"oxidatiu",0
7.13279000716284,"alt",1.58987440463669,"cap",0
0.553019263315946,"baix",0.991481483575281,"cap",0
3.54783097514883,"baix",0.325284672900279,"cap",0
8.02812272915617,"baix",1.0094578013782,"cap",1
8.35708837024868,"baix",1.06166836253499,"oxidatiu",1
2.37749404972419,"baix",0.95339639585668,"oxidatiu",0
3.53986102622002,"alt",1.17048658623312,"oxidatiu",0
8.56885420158505,"alt",1.30320338935428,"oxidatiu",1
8.53763373801485,"alt",0.844605270949654,"oxidatiu",0
2.95895455405116,"baix",0.911771401853167,"oxidatiu",0
1.47048324579373,"baix",1.1193526626401,"cap",0
7.03992061316967,"baix",0.834932877553259,"oxidatiu",0
1.03806688217446,"alt",1.02738021504647,"cap",0
0.337277729995549,"alt",0.411487720334409,"oxidatiu",0
9.99404527945444,"alt",0.664030083580713,"oxidatiu",0
0.348748040851206,"alt",0.601673357318762,"cap",0
3.38391283759847,"baix",0.743912890981828,"oxidatiu",1
9.1506376164034,"alt",0.7920086416208,"cap",1
6.17235269630328,"baix",1.11469154276391,"cap",1
2.86285348702222,"baix",1.29463390075679,"oxidatiu",0
7.37797403009608,"baix",0.781784941273739,"oxidatiu",1
8.34054309176281,"alt",0.700948305286599,"cap",0
3.14270780421793,"baix",0.687493342303147,"cap",0
4.92566547822207,"alt",0.875623382090898,"oxidatiu",0
6.97373766219243,"alt",0.928291279554231,"cap",0
6.41462353989482,"baix",1.14508526015148,"oxidatiu",1
6.43922914983705,"alt",0.903602547349483,"oxidatiu",0
9.77853404823691,"baix",0.376453219341993,"cap",1
4.14735334459692,"alt",0.972569717334958,"oxidatiu",0
1.19404779979959,"baix",1.35615604319547,"cap",0
5.26029660133645,"baix",1.3574803805531,"cap",0
2.25073350826278,"alt",0.763311034566631,"oxidatiu",0
4.86411764053628,"alt",0.535667036908729,"oxidatiu",0
3.70214798487723,"alt",1.73741814755958,"oxidatiu",0
9.83350180787966,"alt",0.951273417256174,"cap",0
3.88319115154445,"alt",0.970764624968315,"oxidatiu",0
2.29244840331376,"alt",1.12617225660944,"cap",0
6.23297546291724,"alt",0.515788163014264,"cap",0
