"GATA3","FOXP3","tipus"
3.08150128448929,5.94582632030555,"Tipus A"
5.7409970626705,6.7901971175743,"Tipus A"
3.23532080704085,6.09088161095047,"Tipus A"
3.15668007781033,6.18922187867957,"Tipus A"
3.09404694290778,5.94422234849861,"Tipus A"
5.05462245222627,6.91829884675509,"Tipus A"
3.42255088055224,6.6360086627166,"Tipus A"
4.36469433077231,6.81037728410507,"Tipus A"
4.05074256249994,6.40500216925987,"Tipus A"
7.17689323594189,4.93493927195152,"Tipus A"
5.06402082789058,7.27265188020173,"Tipus A"
6.55548772104924,6.4129344369259,"Tipus A"
5.56117164600971,7.16829726566388,"Tipus A"
4.12686407829204,6.91056710056538,"Tipus A"
6.11906385242308,6.88968191696858,"Tipus A"
6.62543484287837,5.54456960830811,"Tipus A"
6.93109898327144,6.53692608423404,"Tipus A"
3.96987197431585,6.60108752391158,"Tipus A"
5.56532195739108,6.57829498363636,"Tipus A"
3.24203125474277,6.26674973615644,"Tipus A"
6.7528768830418,6.12158968693849,"Tipus A"
5.076980457377,7.15853743151735,"Tipus A"
2.95650165423067,5.38579625070458,"Tipus A"
3.21657676051811,5.74912156567032,"Tipus A"
3.20694525333292,5.5461683896801,"Tipus A"
6.50972333512532,5.99471896446215,"Tipus A"
6.63661337956235,5.72999350570435,"Tipus A"
3.94914701825548,6.65590536880623,"Tipus A"
6.31810242862923,6.93919219553957,"Tipus A"
3.77006614696203,6.46299439583749,"Tipus A"
6.02490987800565,6.9065028179776,"Tipus A"
7.13786223059902,6.32817684736468,"Tipus A"
3.4245811035835,5.96405202141207,"Tipus A"
6.57420299921201,5.7395102470992,"Tipus A"
5.04216235030217,7.59667413452597,"Tipus A"
5.04908979838573,6.85938977687378,"Tipus A"
4.28813126943665,7.11336052861299,"Tipus A"
5.86230361217386,6.534896563498,"Tipus A"
4.98555185207223,7.27639826848122,"Tipus A"
3.0430453763661,5.34753131449917,"Tipus A"
5.50700294955737,7.41009437958088,"Tipus A"
3.09535292685413,5.3106623307084,"Tipus A"
3.34201950687499,5.51832566890691,"Tipus A"
4.48769645948152,6.75270778083927,"Tipus A"
5.52540902450921,6.87247578943379,"Tipus A"
6.40700061832014,5.73428375563847,"Tipus A"
2.91089392371023,5.19526893485498,"Tipus A"
6.04684739698592,6.76724104145136,"Tipus A"
6.97550971060374,5.10731377698744,"Tipus A"
3.35195754142709,5.69797478698687,"Tipus A"
4.29553727727569,6.2420840301279,"Tipus A"
7.19036460112916,5.88984965849438,"Tipus A"
4.65828341719831,7.10932213041088,"Tipus A"
2.58163343832693,5.43413809498194,"Tipus A"
4.37213018542938,6.85287456542568,"Tipus A"
5.61332272514468,6.9305545071586,"Tipus A"
4.31508510738707,7.02829888416296,"Tipus A"
6.31323705052465,6.32393517535733,"Tipus A"
6.30706359450006,6.45063167739606,"Tipus A"
6.19313813651615,6.35382325695776,"Tipus A"
6.00965293284456,6.72303593031384,"Tipus A"
2.89081805502407,5.44161405469428,"Tipus A"
6.81357168964536,6.09974064584845,"Tipus A"
6.93738475629362,5.58232007313634,"Tipus A"
6.91156189821075,5.48544505280496,"Tipus A"
3.88196508585317,6.66066112424505,"Tipus A"
3.8512277175713,6.78216368026267,"Tipus A"
3.29941333731216,5.64364109903909,"Tipus A"
4.06224954159032,6.41642567688826,"Tipus A"
3.57793506499688,6.59510919782133,"Tipus A"
4.89683400885729,6.73585357071717,"Tipus A"
4.07089193283455,6.69654664335321,"Tipus A"
3.36054777126822,6.15741476988668,"Tipus A"
3.84432879517676,6.04831204483147,"Tipus A"
2.94925451874365,5.27244558899803,"Tipus A"
5.42028687302226,6.63477448685225,"Tipus A"
6.40740085782584,5.95770542095225,"Tipus A"
5.82469468749937,7.03590637340205,"Tipus A"
7.28523455692594,5.27588990817704,"Tipus A"
6.53120549129732,6.0205353590789,"Tipus A"
3.73981034453254,6.0744760551439,"Tipus A"
6.51206000233022,6.0391113573607,"Tipus A"
6.92851559607211,6.33317916898171,"Tipus A"
6.60450616518401,4.99183680610749,"Tipus A"
6.43833046528719,6.69038253874988,"Tipus A"
3.97982133509171,6.95629408033505,"Tipus A"
3.04649823029938,6.19071294540128,"Tipus A"
4.82736424079932,6.99310291191127,"Tipus A"
5.45518770599706,6.86893806125622,"Tipus A"
6.16677361854006,6.01933228044296,"Tipus A"
6.77012683837027,5.88155012558405,"Tipus A"
5.76030353094498,6.82906614868463,"Tipus A"
4.04830194393866,6.78495912529634,"Tipus A"
6.60639262420372,5.90673803295767,"Tipus A"
5.65446285104869,6.8950268861783,"Tipus A"
7.05843671196932,6.0528296303054,"Tipus A"
5.31084554163645,6.9006901797639,"Tipus A"
6.07524773269039,6.48861652141963,"Tipus A"
3.66041948800685,7.20395275174916,"Tipus A"
5.61665033354394,6.84306990423431,"Tipus A"
5.78935281571371,7.06602079248563,"Tipus A"
4.96460829139828,6.33838473971114,"Tipus A"
3.60295725773091,6.34319886363465,"Tipus A"
6.22193776203996,6.11130937100056,"Tipus A"
5.96250131531558,6.61959811054209,"Tipus A"
6.57067852224739,6.86881480090809,"Tipus A"
4.26521717479282,6.4817560059829,"Tipus A"
6.9801717972428,6.1714835595253,"Tipus A"
2.84602221526107,6.0423948154848,"Tipus A"
3.76632137294193,6.47392656949927,"Tipus A"
3.86048077252953,6.50813154064621,"Tipus A"
4.44628097566696,7.09939298976859,"Tipus A"
5.76616516503923,6.88369560795859,"Tipus A"
4.97105141097559,6.72534634626752,"Tipus A"
3.48688505604971,5.42019819130534,"Tipus A"
4.49379958422293,7.45608177128303,"Tipus A"
3.50247972936414,5.79515999173776,"Tipus A"
5.81430274340055,6.1988653457124,"Tipus A"
3.60229044419518,6.72018602261769,"Tipus A"
6.72574670361606,6.55689504758607,"Tipus A"
4.51021199061443,6.57433683081944,"Tipus A"
4.60443626115001,6.51080682341529,"Tipus A"
6.00486354594746,6.45032496314834,"Tipus A"
4.54675039713253,7.24381492045411,"Tipus A"
3.2903651066219,5.69774876233098,"Tipus A"
3.06880981718461,5.48358825976293,"Tipus A"
6.45892020050845,6.30885897855288,"Tipus A"
6.30352721119627,6.76139619569777,"Tipus A"
3.4197983186541,5.12952872492699,"Tipus A"
4.2777941597073,7.01699638153722,"Tipus A"
3.02566218460535,5.2923767571861,"Tipus A"
4.77158467994881,7.21379414389683,"Tipus A"
5.60189736283581,6.70723718247506,"Tipus A"
3.89777078269614,6.67230182753355,"Tipus A"
6.53176854939019,6.10629704178347,"Tipus A"
4.50117447824088,7.19531761651858,"Tipus A"
6.7171408886815,5.8786219775705,"Tipus A"
2.51578033569553,5.26275255845433,"Tipus A"
4.26699078313439,7.05163857719092,"Tipus A"
4.93475984542784,6.63506486421095,"Tipus A"
5.37933463809476,7.0272036495083,"Tipus A"
3.22335307309998,5.52776503357635,"Tipus A"
5.93108329130043,7.07551429763163,"Tipus A"
6.22627769596725,6.70812584579679,"Tipus A"
6.1029422492363,6.21383337278297,"Tipus A"
7.35736246016053,6.05998411938286,"Tipus A"
5.06144498309146,7.21273032079141,"Tipus A"
6.56377789358365,6.7724534849112,"Tipus A"
6.62436086217707,6.7481905569412,"Tipus A"
4.21451405633104,6.70022558116116,"Tipus A"
7.18203474743538,4.7360987315069,"Tipus A"
3.76764901227745,6.62275909110116,"Tipus A"
5.99193374584968,6.83875930494088,"Tipus A"
5.327998525089,6.87988934717946,"Tipus A"
3.522379626702,6.20867412752287,"Tipus A"
2.94937203798848,5.75699998216021,"Tipus A"
6.86676088353756,6.42160825554527,"Tipus A"
2.60215031059745,5.17025425252578,"Tipus A"
3.56896345090978,6.60633496188516,"Tipus A"
4.1010883100894,6.52929970482305,"Tipus A"
7.10003568244658,5.35332207593783,"Tipus A"
5.4991558470743,6.40219139073013,"Tipus A"
4.88989403713207,6.71518275468032,"Tipus A"
4.65979329948186,6.63233683035608,"Tipus A"
3.829706797105,6.41102411726917,"Tipus A"
2.62218602092957,5.35027617451818,"Tipus A"
4.2820305554923,6.95891789696278,"Tipus A"
5.49351775418168,7.19517424980163,"Tipus A"
4.78005231665398,6.8007028816581,"Tipus A"
6.7025891444053,5.11615803266856,"Tipus A"
6.48419796051229,6.20119521233002,"Tipus A"
5.97967052843536,6.79285998860064,"Tipus A"
6.74038146479797,6.10431986457455,"Tipus A"
2.9884853098871,6.12854396342975,"Tipus A"
6.66479266641024,5.8437759263007,"Tipus A"
3.45596023513125,5.63850358121289,"Tipus A"
4.54508121748396,6.955539458221,"Tipus A"
3.48434578992827,7.04234828728017,"Tipus A"
6.93708981179738,6.32515440875283,"Tipus A"
3.98075318203048,6.63055980355558,"Tipus A"
5.97104083599207,6.27379177353369,"Tipus A"
4.07920955899372,7.13714409817458,"Tipus A"
5.43082956860855,6.85943855243012,"Tipus A"
3.22069357956964,5.16787926826292,"Tipus A"
2.69531018267681,5.30962767910484,"Tipus A"
3.60435257844602,6.11033296134825,"Tipus A"
6.36340069104608,6.26385574381045,"Tipus A"
6.241678584119,5.89837310961746,"Tipus A"
4.26497998542531,6.74188700102457,"Tipus A"
6.32705483357149,6.51959031227471,"Tipus A"
4.97276277600231,6.6493023811442,"Tipus A"
3.02535736973418,6.39655022166439,"Tipus A"
6.64021581674699,6.07991248330345,"Tipus A"
5.78078938347567,6.68441884959815,"Tipus A"
5.04365197921375,7.04861280026868,"Tipus A"
3.22607035277893,5.9922189098422,"Tipus A"
3.17728369674473,5.72783807666807,"Tipus A"
3.20286761404086,5.67147008311207,"Tipus A"
4.12267702099766,6.68453512265003,"Tipus A"
2.99378230025378,5.2901541081316,"Tipus A"
4.79330051192624,7.35769695063251,"Tipus A"
3.86304680308621,7.22375760742501,"Tipus A"
5.96040801850042,6.94999233841346,"Tipus A"
6.03049760041891,6.70248348944817,"Tipus A"
7.12989357409417,5.21904378082237,"Tipus A"
4.8435057552444,7.1007444829059,"Tipus A"
3.60677265595345,5.52785643726793,"Tipus A"
7.07121429560645,4.60751027904533,"Tipus A"
6.98055218339704,5.60934879939838,"Tipus A"
7.05777989019894,5.60428171136721,"Tipus A"
3.31877400486729,6.32146940355345,"Tipus A"
3.54053402947425,6.54104453032087,"Tipus A"
3.60716470106781,5.31744761013861,"Tipus A"
5.21305325588259,7.03627237553802,"Tipus A"
7.35403109390994,5.2799160402566,"Tipus A"
3.73901514734653,7.03196353004919,"Tipus A"
3.50049873406645,6.81018288921736,"Tipus A"
6.91192714298358,6.05536582237828,"Tipus A"
5.71341697308557,6.40945955270312,"Tipus A"
6.26946273040334,6.64872004790699,"Tipus A"
6.97175239286231,5.34814147617176,"Tipus A"
5.3731706096481,7.0252086729792,"Tipus A"
7.13671275946073,5.56064174510222,"Tipus A"
6.788382630934,6.27895471032625,"Tipus A"
6.41437105014144,5.32274649287204,"Tipus A"
4.28931560710971,6.97537056993871,"Tipus A"
5.87675867962233,6.78755385490081,"Tipus A"
7.01439943147062,5.86990989219514,"Tipus A"
7.11416445658757,6.04368594987525,"Tipus A"
3.08945731939628,5.89977858258513,"Tipus A"
3.40576369799962,6.44706280169958,"Tipus A"
3.36419714006431,5.53694004914655,"Tipus A"
3.11285192013325,5.78508497484555,"Tipus A"
7.11582815172567,5.51883507667506,"Tipus A"
6.39088056081174,6.20598916994282,"Tipus A"
2.97719713583299,6.27516262223954,"Tipus A"
6.64680219473462,4.51192324023785,"Tipus B"
9.04633313562446,4.71832717184505,"Tipus B"
7.06371541919873,4.19883913655559,"Tipus B"
9.41993805273759,5.04349137164992,"Tipus B"
9.41859236739029,5.91759941883393,"Tipus B"
5.49034992786791,5.86091257799416,"Tipus B"
7.92957120570159,3.80617791329757,"Tipus B"
9.33649119226217,5.35048262994159,"Tipus B"
7.31235055111328,4.20513677817399,"Tipus B"
7.17927327108699,4.15798137416965,"Tipus B"
9.61658519192409,6.10008997978177,"Tipus B"
7.36195298666724,3.86820764008326,"Tipus B"
8.71287651236003,4.58224862360771,"Tipus B"
7.52939365546126,4.31097966383021,"Tipus B"
5.69583128798731,5.32389464004634,"Tipus B"
9.64373770813389,5.13693851340495,"Tipus B"
6.38765662323839,4.33098825648497,"Tipus B"
5.46119366776717,5.85094721716901,"Tipus B"
6.39022065339228,4.26742131793878,"Tipus B"
9.85156494266805,6.15988599517062,"Tipus B"
8.96379705792103,5.4535859218844,"Tipus B"
8.52948393703291,4.26281737433666,"Tipus B"
8.46880435798496,3.93531847983445,"Tipus B"
9.09523249440658,5.81839747064936,"Tipus B"
8.50968349626256,4.32027029417225,"Tipus B"
9.18797130469754,4.30131399492597,"Tipus B"
7.77497630054064,4.14769188295929,"Tipus B"
8.01331248263639,4.00325127772421,"Tipus B"
6.38874645283836,4.39654135926505,"Tipus B"
5.64005894374006,4.9255875283741,"Tipus B"
9.68987146427057,6.24445743734371,"Tipus B"
9.63263609785363,5.47887576696017,"Tipus B"
8.62850202930979,4.40599213341855,"Tipus B"
8.80695790985455,4.37854381090947,"Tipus B"
5.17642117599031,6.01044970768955,"Tipus B"
7.21235174483112,3.74895803151979,"Tipus B"
9.15063959373099,4.40098575920403,"Tipus B"
5.45513423991943,4.97220829656213,"Tipus B"
5.94713279105904,4.20432052610068,"Tipus B"
5.84310781724582,4.2326380167836,"Tipus B"
5.79650528496874,5.5750319196082,"Tipus B"
6.74111349633721,3.4772875493194,"Tipus B"
7.18621420660608,4.2162185519976,"Tipus B"
6.78239433312103,4.42169613698368,"Tipus B"
5.68235319611633,4.92061737275825,"Tipus B"
5.89187158767484,5.26630691742841,"Tipus B"
6.10954423617066,4.77291919324966,"Tipus B"
7.17505934873701,4.27157937425618,"Tipus B"
6.21628007588139,4.63765660163332,"Tipus B"
9.46567894434622,5.0748905335204,"Tipus B"
5.60976610918155,5.94202624315377,"Tipus B"
6.97432228448598,4.23303777332395,"Tipus B"
9.32785459663178,4.58482872461739,"Tipus B"
5.93310713831752,4.90247181080216,"Tipus B"
7.94968045182554,4.07661970445106,"Tipus B"
5.94245258186805,4.72298831291057,"Tipus B"
5.63948032134081,4.97357672680628,"Tipus B"
9.46918735149472,4.62154165867017,"Tipus B"
9.46134189793032,5.02243567285329,"Tipus B"
6.69194218398925,4.19384189359198,"Tipus B"
7.8645665275166,4.10686359562337,"Tipus B"
5.19679938814704,5.65216739053437,"Tipus B"
6.76757970247901,4.73753240204988,"Tipus B"
6.24973504598578,4.25271120882921,"Tipus B"
9.23959004262811,5.16448076171181,"Tipus B"
7.38330386554246,4.23239050138745,"Tipus B"
9.10585028640271,4.8586191347129,"Tipus B"
9.46620062832534,4.77487077445091,"Tipus B"
8.86650576665401,5.18968449003525,"Tipus B"
6.82208793708351,3.53425948147526,"Tipus B"
8.62670920523481,4.44500945442696,"Tipus B"
8.47537637956595,3.80334183217187,"Tipus B"
8.70598948664769,4.76922102357805,"Tipus B"
5.69745833297213,5.94839857778088,"Tipus B"
7.27813824244633,3.87484245627135,"Tipus B"
5.81147673774371,5.52058767189422,"Tipus B"
6.67059109428865,4.12836236738461,"Tipus B"
7.73067717525402,4.01327003575843,"Tipus B"
6.30969495721762,4.28785316968806,"Tipus B"
5.26015835088113,4.92371000841612,"Tipus B"
6.32130507609551,4.73699224366656,"Tipus B"
8.35821560435198,4.24828829027112,"Tipus B"
7.18567771246377,4.18369492082224,"Tipus B"
9.45245946949533,4.51965584628013,"Tipus B"
5.5555822422399,5.10912715695739,"Tipus B"
7.16473523613478,3.86833748755687,"Tipus B"
9.06000011882712,5.71351970350879,"Tipus B"
9.18350139633306,5.66535485677386,"Tipus B"
9.38818454505313,5.69647870619287,"Tipus B"
5.86966426894503,4.91549783350051,"Tipus B"
5.47638159839943,5.1119603274465,"Tipus B"
9.09651805196551,4.14465997864283,"Tipus B"
6.44131520405926,4.25415874490611,"Tipus B"
8.46166883702905,4.26189078699642,"Tipus B"
6.59277519018768,4.38259731199198,"Tipus B"
5.83122356612721,4.70119153893023,"Tipus B"
8.88928332832752,4.52456829161567,"Tipus B"
5.84716324082347,5.71963216831245,"Tipus B"
7.69553162168112,3.87372568828433,"Tipus B"
7.56485170357803,4.07706777644718,"Tipus B"
8.25853484899667,4.08362289828819,"Tipus B"
6.47287417231304,4.03009062705948,"Tipus B"
7.68258264382119,4.14904506342236,"Tipus B"
9.19053693685375,5.75820108385571,"Tipus B"
7.9728392992277,4.35283030737804,"Tipus B"
9.23162298316406,5.35395988331412,"Tipus B"
9.06346801355337,5.38596342001154,"Tipus B"
8.08226261263285,4.18513465345568,"Tipus B"
6.98285812265051,3.7818100810383,"Tipus B"
6.11567918287727,4.89934804534163,"Tipus B"
9.68662916609447,5.72383848279613,"Tipus B"
6.36629959774091,4.29415932689676,"Tipus B"
5.1889080165896,5.60430080790521,"Tipus B"
9.25658269182159,5.64422751854671,"Tipus B"
8.73691123312476,4.29873616885003,"Tipus B"
6.33478719198193,4.63074796458384,"Tipus B"
7.34337194816485,4.11113393383988,"Tipus B"
9.76199837574517,5.90295561670294,"Tipus B"
7.89886628424421,3.7495097097702,"Tipus B"
7.3254768056205,4.45992167128815,"Tipus B"
8.11136798363644,4.30830585971127,"Tipus B"
6.46330075026211,4.64735841912203,"Tipus B"
6.08912602742837,4.11464077691034,"Tipus B"
6.1839223826244,4.76797264370995,"Tipus B"
7.0737027007483,4.14076508536721,"Tipus B"
9.98522289246941,6.09301380176892,"Tipus B"
5.92952914979233,4.92460792801209,"Tipus B"
6.04206960164427,5.43319719697924,"Tipus B"
6.00708577019729,4.69295083062489,"Tipus B"
8.59123493189736,4.15145857136889,"Tipus B"
8.35116281760346,4.16999082360436,"Tipus B"
9.14171210101221,5.15419189948371,"Tipus B"
8.48795655814685,4.27729214489495,"Tipus B"
9.16089295577077,4.41257381965484,"Tipus B"
7.76802315477497,4.15613985324645,"Tipus B"
8.57695706141389,4.53901993847358,"Tipus B"
8.93517433595023,4.73231633427427,"Tipus B"
8.91475443873409,4.67904986826658,"Tipus B"
9.30483138308459,6.23324257701442,"Tipus B"
7.22055344045228,3.4863670991889,"Tipus B"
6.1370682028248,4.25989146137243,"Tipus B"
7.07936091586962,4.59651169533025,"Tipus B"
5.22197711768576,6.48264256582928,"Tipus B"
6.28156012297163,4.94715211586079,"Tipus B"
9.3759581754102,4.83565327085059,"Tipus B"
5.82936431233901,4.71327386624099,"Tipus B"
6.09845884822991,4.47184008032512,"Tipus B"
5.46965486350133,5.88598792045522,"Tipus B"
6.15970242124128,4.40329202018399,"Tipus B"
8.89354048734067,4.60191153385293,"Tipus B"
9.02116267972956,5.23275263831139,"Tipus B"
7.28663504744137,3.81068280631133,"Tipus B"
6.88507603928611,4.33561052355135,"Tipus B"
6.47986103881315,4.41466832104019,"Tipus B"
5.89173753050236,5.4736061678015,"Tipus B"
6.66634939389025,4.39241571441832,"Tipus B"
8.15462615699303,3.80374441276759,"Tipus B"
5.93446039595028,5.01725427912265,"Tipus B"
7.23003432348505,3.90764927185703,"Tipus B"
6.01604716527493,4.80849343304967,"Tipus B"
8.15831089734454,4.05051155822633,"Tipus B"
6.3176237556118,4.10018438505491,"Tipus B"
8.43312787696778,4.28497033648672,"Tipus B"
6.28797866746246,3.84532173260774,"Tipus B"
6.77009455088033,4.16868125878622,"Tipus B"
7.98542480222129,4.21763805064074,"Tipus B"
9.23204046904344,3.99997051655931,"Tipus B"
5.48211376798572,4.34783850926186,"Tipus B"
7.06179998600645,3.78418595521718,"Tipus B"
6.55551178854752,4.12056506411158,"Tipus B"
8.19063642756936,4.26931927389882,"Tipus B"
5.77131772231816,4.65988191813771,"Tipus B"
9.310149907379,4.62807748457788,"Tipus B"
8.99013838936378,4.41122878633512,"Tipus B"
8.6750811023286,4.17539577711121,"Tipus B"
8.55411062572359,4.35009483035698,"Tipus B"
6.6947574486845,3.88301337850191,"Tipus B"
7.73625827865039,4.29910149107164,"Tipus B"
9.9689938170205,5.3323802257013,"Tipus B"
8.11579767038504,4.15618562674914,"Tipus B"
9.29909820720634,4.82208280432901,"Tipus B"
6.05302796649159,4.8256587107826,"Tipus B"
8.71802245760137,4.37206111004643,"Tipus B"
6.09872618593927,4.06443812038457,"Tipus B"
8.08137354518921,4.03624046740179,"Tipus B"
7.23865362342376,3.51984305550621,"Tipus B"
5.98242317792127,4.44297187861534,"Tipus B"
7.72286094101516,3.93547740167584,"Tipus B"
9.37245361561178,5.63173966906541,"Tipus B"
9.74775253089375,5.64555143063095,"Tipus B"
6.45939832413655,4.30106772232574,"Tipus B"
6.34623035376492,4.50789771058363,"Tipus B"
9.07648627492695,6.26589038929424,"Tipus B"
8.02506416647745,3.9443955539253,"Tipus B"
9.3469022055393,5.44557266361684,"Tipus B"
7.31601548132269,4.17373896019237,"Tipus B"
6.75728271676094,4.13082192817686,"Tipus B"
8.96093687553794,4.38225573754753,"Tipus B"
5.6566621713042,5.4300776627849,"Tipus B"
7.65036284643736,4.1489460655323,"Tipus B"
6.00127946518378,4.89967716461,"Tipus B"
9.23468814673397,5.91977140888401,"Tipus B"
8.16522832188309,4.20896127319495,"Tipus B"
7.6528078789903,4.09875016696249,"Tipus B"
6.9862603722986,4.41578357657503,"Tipus B"
8.95465809774377,5.01462643039679,"Tipus B"
6.72695201159616,3.9032532731201,"Tipus B"
6.34307578434916,4.57448116307817,"Tipus B"
5.42530609044757,4.94850728493266,"Tipus B"
6.02434348623874,4.98869701586014,"Tipus B"
7.58327292231507,4.18850113204088,"Tipus B"
6.67392526710188,4.7609989091297,"Tipus B"
5.983256507426,4.67770382108227,"Tipus B"
8.55333763425305,4.2145396879023,"Tipus B"
5.54652657267875,5.72003814816196,"Tipus B"
8.69734425264049,4.65087685737102,"Tipus B"
6.14049000336803,4.31913611884136,"Tipus B"
6.51786750246946,4.43952619374024,"Tipus B"
9.17246638432503,4.9314888100664,"Tipus B"
9.2901015321488,5.77708641027354,"Tipus B"
6.25111658617385,4.66964671466708,"Tipus B"
8.95728537216537,5.90924278091021,"Tipus B"
8.44036517471702,4.59680076700954,"Tipus B"
8.32988579586572,4.26317376051903,"Tipus B"
5.77401200953814,5.64223539264192,"Tipus B"
6.57885139152442,4.16473058347566,"Tipus B"
7.16103228892192,4.0170645376401,"Tipus B"
7.89629408136432,4.27153041783945,"Tipus B"
8.58602975914699,4.34824067775241,"Tipus B"
9.4668479644214,5.45880346310219,"Tipus B"
8.80287270680258,4.01557861678239,"Tipus B"
6.77288890692688,4.0157699186932,"Tipus B"
7.68726187261402,4.00025982549406,"Tipus B"
5.40446673250809,5.05619827826208,"Tipus B"
6.51293421577148,4.19717464861902,"Tipus B"
6.67260077508188,4.08537110232046,"Tipus B"
5.85315591005305,4.76960192467118,"Tipus B"
9.42440097609999,4.69214308797796,"Tipus B"
5.46164833217969,4.57800831914645,"Tipus B"
9.54435962369265,4.75328179659375,"Tipus B"
7.96209797855504,4.18497591431504,"Tipus B"
8.20769097393532,4.69775807336461,"Tipus B"
5.89761734547411,4.96313170994741,"Tipus B"
8.25855062925512,4.54549560207355,"Tipus B"
6.46387628931444,4.36001962996591,"Tipus B"
8.7742717940035,4.50625405085663,"Tipus B"
7.14326320818468,4.18116229028721,"Tipus B"
9.15296420905186,5.59011360789544,"Tipus B"
9.35886492331952,5.78258631484598,"Tipus B"
8.74471415134664,4.71326909919503,"Tipus B"
5.86926062295697,4.36665803167869,"Tipus B"
5.70616979883336,4.63611477158805,"Tipus B"
8.0718378882033,3.79789665785797,"Tipus B"
6.13269099498225,4.59871009508877,"Tipus B"
7.05757552249357,4.11572019995633,"Tipus B"
9.32214935833938,4.91303228598346,"Tipus B"
5.83477705744649,4.68747101602166,"Tipus B"
7.51236406944778,4.11633615268538,"Tipus B"
7.49294529030463,3.77195401241412,"Tipus B"
9.21901280039881,5.19470521860226,"Tipus B"
10.1451212325109,5.87309171664889,"Tipus B"
10.0721476457709,5.14943652549273,"Tipus B"
8.23595944479765,4.47122650910691,"Tipus B"
9.59279852349073,5.500750212102,"Tipus B"
7.55046863001769,3.88303643576867,"Tipus B"
8.02292874554504,4.16719080329114,"Tipus B"
6.57324240902191,4.08882998591133,"Tipus B"
6.26159845795383,3.7999401018053,"Tipus B"
5.5753535311835,6.19055868652257,"Tipus B"
7.95498649771274,4.09016740936923,"Tipus B"
9.29708057045664,5.06581537901972,"Tipus B"
5.45966013162614,5.46189389529184,"Tipus B"
5.90066978280205,6.02666115036435,"Tipus B"
5.98488586483893,5.86098336115557,"Tipus B"
8.58948573520757,4.73082162040646,"Tipus B"
8.90402055786012,4.73396908689401,"Tipus B"
9.90558522761406,6.1296593154564,"Tipus B"
7.64354812840242,3.83563307545603,"Tipus B"
5.65934891239569,5.44907145077999,"Tipus B"
8.58166339320307,3.78284767576337,"Tipus B"
8.65263826237565,4.44033099444123,"Tipus B"
5.75771172464597,5.32053132557461,"Tipus B"
